,Unnamed: 0,Names,RA,DEC,Classification,Tile,X,Y,band_nb,bands_list
342,649,,120.55148315429688,28.9912223815918,,211.238,tbd,tbd,2,ur
343,650,,127.9276123046875,27.8570499420166,,226.236,tbd,tbd,1,u
344,651,,127.04680633544922,28.558399200439453,,223.237,tbd,tbd,1,u
345,652,,115.07077026367188,27.59669685363769,,204.235,tbd,tbd,1,u
346,653,,116.68000030517578,26.9765853881836,,208.234,tbd,tbd,1,u
347,654,,117.55782318115234,27.637563705444336,,209.235,tbd,tbd,1,u
348,655,,127.77178955078124,27.001991271972656,,228.234,tbd,tbd,1,u
349,656,,122.3287124633789,24.94110870361328,,222.230,tbd,tbd,1,u
350,657,,112.7662582397461,24.84602165222168,,204.230,tbd,tbd,1,u
351,658,,120.30780029296876,23.91879844665528,,220.228,tbd,tbd,1,u
352,659,,119.92082214355467,24.372669219970703,,218.229,tbd,tbd,1,u
353,660,,120.00093841552734,24.04038047790528,,219.228,tbd,tbd,1,u
354,661,,120.7950210571289,24.956439971923828,,219.230,tbd,tbd,1,u
355,662,,123.63710021972656,23.30606460571289,,227.227,tbd,tbd,1,u
356,663,,123.49967193603516,23.97885131835937,,226.228,tbd,tbd,1,u
357,664,,130.8244171142578,23.083654403686523,,241.226,tbd,tbd,1,u
358,666,,125.87815856933594,21.58668708801269,,234.223,tbd,tbd,1,u
359,667,,124.96959686279295,21.40924644470215,,233.223,tbd,tbd,1,u
360,668,,123.7042236328125,22.142032623291016,,229.224,tbd,tbd,1,u
361,669,,121.07096099853516,20.678651809692383,,227.221,tbd,tbd,1,u
362,671,,124.14598846435548,18.59231948852539,,235.217,tbd,tbd,1,u
363,672,,120.69544982910156,19.762901306152344,,227.220,tbd,tbd,1,u
364,676,,124.2516098022461,18.39483070373535,,236.217,tbd,tbd,1,u
365,687,,123.65738677978516,55.25777816772461,,140.291,tbd,tbd,3,urg
366,688,,28.222557067871094,11.086906433105469,,055.202,tbd,tbd,1,u
367,689,,2.978295087814331,7.910139560699463,,006.196,tbd,tbd,1,u
368,690,,0.9785879254341124,8.76550579071045,,002.198,tbd,tbd,1,u
369,691,,6.058964252471924,8.258288383483887,,012.197,tbd,tbd,1,u
370,692,,8.774687767028809,9.409707069396973,,017.199,tbd,tbd,1,u
371,693,,11.183902740478516,8.1029691696167,,022.196,tbd,tbd,1,u
372,694,,12.670641899108888,7.984424114227295,,025.196,tbd,tbd,1,u
373,695,,25.858949661254883,9.645767211914062,,051.199,tbd,tbd,1,u
374,696,,16.38661766052246,8.90911865234375,,032.198,tbd,tbd,1,u
375,697,,15.011747360229492,9.588263511657717,,030.199,tbd,tbd,1,u
376,698,,24.634822845458984,11.03205394744873,,048.202,tbd,tbd,1,u
377,699,,24.553617477416992,7.67321252822876,,049.195,tbd,tbd,1,u
378,700,,16.93494987487793,6.746208190917969,,034.193,tbd,tbd,1,u
379,701,,16.93494987487793,6.746208190917969,,034.193,tbd,tbd,1,u
380,702,,16.911678314208984,10.68127155303955,,033.201,tbd,tbd,1,u
381,703,,21.38456153869629,10.447273254394531,,042.201,tbd,tbd,1,u
382,704,,19.504350662231445,8.888163566589355,,039.198,tbd,tbd,1,u
383,705,,21.552940368652344,8.017035484313965,,043.196,tbd,tbd,1,u
384,706,,155.81690979003906,42.34829711914063,,230.265,tbd,tbd,2,ur
385,707,,157.82579040527344,39.08485794067383,,245.258,tbd,tbd,2,ur
386,708,,158.78237915039062,37.58662033081055,,252.255,tbd,tbd,1,u
387,709,,156.8985137939453,37.4957160949707,,249.255,tbd,tbd,2,ur
388,710,,156.72349548339844,37.08949661254883,,250.254,tbd,tbd,2,ur
389,711,,158.73980712890625,36.40013122558594,,255.253,tbd,tbd,1,u
390,712,,154.59576416015625,42.852657318115234,,226.266,tbd,tbd,3,urg
391,713,,154.10523986816406,39.79777908325195,,236.260,tbd,tbd,2,ur
392,714,,155.7799530029297,38.552040100097656,,244.257,tbd,tbd,2,ur
393,715,,153.29171752929688,37.47425079345703,,243.255,tbd,tbd,2,ur
394,716,,149.60218811035156,37.753662109375,,236.256,tbd,tbd,3,urg
395,717,,145.1149444580078,40.69289016723633,,221.261,tbd,tbd,3,urg
396,718,,143.10769653320312,37.29762268066406,,227.255,tbd,tbd,3,urg
397,719,,141.8606414794922,36.27994537353516,,228.253,tbd,tbd,3,urg
398,720,,132.40054321289062,35.14947509765625,,217.250,tbd,tbd,3,urg
399,722,,136.86740112304688,42.550392150878906,,202.265,tbd,tbd,3,urg
400,723,,134.74400329589844,41.763973236083984,,200.264,tbd,tbd,3,urg
401,724,,134.009033203125,39.68709945678711,,207.259,tbd,tbd,3,urg
402,725,,180.697006225586,34.14417266845703,,300.248,tbd,tbd,2,ur
403,726,,181.37234497070312,35.12890625,,297.250,tbd,tbd,2,ur
404,727,,182.6000213623047,31.830638885498047,,310.244,tbd,tbd,2,ur
405,729,,171.98915100097656,37.02204513549805,,275.254,tbd,tbd,2,ur
406,730,,167.5997772216797,41.03171920776367,,253.262,tbd,tbd,2,ur
407,731,,166.23326110839844,41.144813537597656,,251.262,tbd,tbd,2,ur
408,732,,166.10154724121094,38.763973236083984,,258.258,tbd,tbd,2,ur
409,733,,169.86729431152344,33.13167953491211,,285.246,tbd,tbd,2,ur
410,734,,163.49464416503906,38.732303619384766,,256.257,tbd,tbd,2,ur
411,735,,164.7144012451172,39.73762130737305,,254.259,tbd,tbd,2,ur
412,736,,161.52452087402344,40.59662628173828,,246.261,tbd,tbd,2,ur
413,737,,164.1466827392578,38.78739547729492,,255.258,tbd,tbd,2,ur
414,738,,161.63003540039062,40.43782806396485,,246.261,tbd,tbd,2,ur
415,739,,163.0844268798828,37.54400253295898,,259.255,tbd,tbd,2,ur
416,741,,158.775634765625,41.36354064941406,,238.263,tbd,tbd,2,ur
417,742,,158.90982055664062,39.42691040039063,,245.259,tbd,tbd,2,ur
418,743,,160.96548461914062,35.30680847167969,,262.251,tbd,tbd,2,ur
419,744,,148.13009643554688,42.08023071289063,,220.264,tbd,tbd,3,urg
420,749,,176.66326904296875,35.71915817260742,,288.251,tbd,tbd,2,ur
421,750,,173.29989624023438,37.003379821777344,,277.254,tbd,tbd,2,ur
422,751,,180.62673950195312,36.24332427978516,,290.253,tbd,tbd,2,ur
423,754,,177.55096435546875,39.04417037963867,,276.258,tbd,tbd,2,ur
424,755,,172.45230102539062,40.88860321044922,,260.262,tbd,tbd,2,ur
425,756,,29.7242488861084,11.024959564208984,,058.202,tbd,tbd,1,u
426,757,,28.8133487701416,12.585606575012209,,056.205,tbd,tbd,1,u
427,758,,29.214984893798828,13.66325855255127,,057.207,tbd,tbd,1,u
428,759,,26.95277214050293,12.60993480682373,,053.205,tbd,tbd,1,u
429,760,,25.57455062866211,10.707383155822754,,050.201,tbd,tbd,1,u
430,761,,130.80990600585938,42.48761367797852,,193.265,tbd,tbd,6,urGizg
431,762,,128.2496795654297,42.64312744140625,,189.265,tbd,tbd,3,urg
432,763,,138.56431579589844,43.31538772583008,,201.267,tbd,tbd,3,urg
433,765,,159.8845672607422,44.543067932128906,,228.269,tbd,tbd,3,urg
434,766,,154.94387817382812,44.69735336303711,,221.269,tbd,tbd,3,urg
435,767,,150.75531005859375,45.23304748535156,,213.270,tbd,tbd,2,rg
436,769,,172.4287567138672,41.21629333496094,,260.262,tbd,tbd,2,ur
437,770,,180.2274475097656,39.69239044189453,,278.259,tbd,tbd,2,ur
438,771,,195.33253479003903,41.969482421875,,290.264,tbd,tbd,2,ur
439,772,,200.3592224121093,40.31173706054688,,305.261,tbd,tbd,2,ur
440,773,,211.7960205078125,39.63822937011719,,327.259,tbd,tbd,2,ur
441,774,,213.5604248046875,36.87709045410156,,341.254,tbd,tbd,1,u
442,775,,214.2073211669922,38.48208236694336,,335.257,tbd,tbd,1,u
443,776,,216.198974609375,38.27501678466797,,338.257,tbd,tbd,1,u
444,778,,220.31588745117188,36.38801574707031,,354.253,tbd,tbd,1,u
445,779,,218.26773071289065,36.8737678527832,,349.254,tbd,tbd,1,u
446,781,,224.577377319336,36.16398239135742,,363.252,tbd,tbd,1,u
447,782,,225.40310668945312,35.33246994018555,,367.251,tbd,tbd,1,u
448,783,,230.89651489257807,34.72711563110352,,381.249,tbd,tbd,2,ur
449,784,,230.6430053710937,31.156333923339844,,395.242,tbd,tbd,2,ur
450,785,,241.9882354736328,26.27207565307617,,433.233,tbd,tbd,1,u
451,786,,239.0835876464844,28.474090576171875,,420.237,tbd,tbd,1,u
452,793,,173.2838897705078,1.5565353631973269,,346.183,tbd,tbd,1,u
453,799,,183.6523284912109,1.6711318492889404,,367.183,tbd,tbd,1,u
454,800,,184.0908966064453,2.04325532913208,,368.184,tbd,tbd,1,u
455,801,,187.06944274902344,1.6625946760177612,,374.183,tbd,tbd,1,u
456,803,,191.21397399902344,1.1119349002838137,,382.182,tbd,tbd,1,u
457,876,,247.6057281494141,30.31183242797852,,427.241,tbd,tbd,2,ur
458,877,,246.4623565673828,33.17546081542969,,413.246,tbd,tbd,2,ur
459,878,,243.70713806152344,32.181793212890625,,413.244,tbd,tbd,2,ur
460,879,,242.4697265625,33.871116638183594,,402.248,tbd,tbd,2,ur
461,880,,242.9457092285156,33.89866638183594,,403.248,tbd,tbd,2,ur
462,881,,240.61325073242188,32.79835510253906,,404.246,tbd,tbd,2,ur
463,883,,235.47645568847656,33.031890869140625,,395.246,tbd,tbd,2,ur
464,884,,234.77651977539065,39.28601837158203,,362.259,tbd,tbd,2,ur
465,885,,230.39979553222656,38.32600784301758,,361.257,tbd,tbd,2,ur
466,886,,260.3216857910156,37.12614822387695,,416.254,tbd,tbd,2,ur
467,887,,261.56915283203125,37.26469802856445,,415.255,tbd,tbd,2,ur
468,888,,257.089111328125,34.45349884033203,,424.249,tbd,tbd,2,ur
469,889,,256.38873291015625,30.690887451171875,,442.241,tbd,tbd,2,ur
470,890,,262.3537292480469,33.74822235107422,,435.248,tbd,tbd,2,ur
471,891,,262.9984130859375,34.063926696777344,,436.248,tbd,tbd,2,ur
472,892,,262.1565856933594,27.608856201171875,,465.235,tbd,tbd,1,u
473,893,,245.8289794921875,25.56134986877441,,444.231,tbd,tbd,1,u
474,894,,244.66461181640625,29.664520263671875,,426.239,tbd,tbd,2,ur
475,895,,256.5784912109375,27.65778350830078,,455.235,tbd,tbd,1,u
476,896,,253.7618103027344,28.36226272583008,,446.237,tbd,tbd,1,u
477,897,,257.7196960449219,25.546781539916992,,465.231,tbd,tbd,1,u
478,898,,257.6455078125,24.89812088012696,,467.230,tbd,tbd,1,u
479,899,,332.12518310546875,19.066133499145508,,628.218,tbd,tbd,1,u
480,900,,327.6626281738281,19.73161697387696,,618.219,tbd,tbd,1,u
481,901,,328.3987731933594,20.4487247467041,,615.221,tbd,tbd,1,u
482,902,,334.90478515625,18.73774528503418,,635.217,tbd,tbd,1,u
483,903,,338.22760009765625,20.58592414855957,,634.221,tbd,tbd,1,u
484,904,,343.23614501953125,19.227489471435547,,649.218,tbd,tbd,1,u
485,905,,335.99774169921875,17.4765682220459,,641.215,tbd,tbd,1,u
486,906,,338.454833984375,16.547151565551758,,649.213,tbd,tbd,1,u
487,907,,341.8329772949219,18.02261543273925,,650.216,tbd,tbd,1,u
488,908,,337.28369140625,16.77327537536621,,645.214,tbd,tbd,1,u
489,909,,332.59686279296875,14.082512855529783,,645.208,tbd,tbd,1,u
490,910,,335.6800231933594,13.444183349609377,,653.207,tbd,tbd,1,u
491,911,,334.7781982421875,14.347890853881836,,648.209,tbd,tbd,1,u
492,912,,338.2528076171875,12.608620643615724,,660.205,tbd,tbd,1,u
493,913,,333.3408508300781,12.761664390563965,,650.206,tbd,tbd,1,u
494,914,,334.11895751953125,12.509251594543455,,652.205,tbd,tbd,1,u
495,915,,342.8807373046875,9.727431297302246,,676.199,tbd,tbd,1,u
496,916,,336.9410705566406,6.807243347167969,,669.194,tbd,tbd,1,u
497,917,,341.5945739746094,7.341988086700439,,677.195,tbd,tbd,1,u
498,918,,341.357177734375,8.403524398803711,,675.197,tbd,tbd,1,u
499,919,,342.56005859375,6.964841365814209,,680.194,tbd,tbd,1,u
500,920,,331.5301818847656,14.769060134887695,,640.210,tbd,tbd,1,u
501,921,,331.7816467285156,9.792434692382812,,653.200,tbd,tbd,1,u
502,922,,330.5580749511719,9.940566062927246,,651.200,tbd,tbd,1,u
503,923,,335.4755859375,8.363080978393555,,664.197,tbd,tbd,1,u
504,924,,23.57275009155273,23.402881622314453,,043.227,tbd,tbd,1,u
505,925,,26.74374389648437,21.798315048217773,,050.224,tbd,tbd,1,u
506,926,,27.008922576904297,21.99019432067871,,050.224,tbd,tbd,1,u
507,927,,29.97740173339844,18.928199768066406,,057.218,tbd,tbd,1,u
508,928,,27.25469398498535,22.34652328491211,,050.225,tbd,tbd,1,u
509,929,,30.29145812988281,14.566046714782717,,059.209,tbd,tbd,1,u
510,930,,25.25906753540039,18.512630462646484,,048.217,tbd,tbd,1,u
511,931,,25.43720436096192,17.612279891967773,,049.215,tbd,tbd,1,u
512,932,,16.37603759765625,19.728395462036133,,031.219,tbd,tbd,1,u
513,933,,16.054046630859375,20.79354476928711,,030.222,tbd,tbd,1,u
514,934,,18.78656959533692,20.371658325195312,,035.221,tbd,tbd,1,u
515,935,,21.47881317138672,17.916852951049805,,041.216,tbd,tbd,1,u
516,936,,22.48437690734864,19.92523765563965,,042.220,tbd,tbd,1,u
517,937,,22.145397186279297,17.841230392456055,,042.216,tbd,tbd,1,u
518,938,,19.3902645111084,17.86433982849121,,037.216,tbd,tbd,1,u
519,939,,20.36913299560547,17.98920249938965,,039.216,tbd,tbd,1,u
520,940,,21.23890686035156,15.18949031829834,,041.210,tbd,tbd,1,u
521,941,,319.744873046875,1.7134199142456057,,639.183,tbd,tbd,1,u
522,942,,324.5916442871094,1.280254602432251,,649.183,tbd,tbd,1,u
523,943,,329.40692138671875,2.417566537857056,,658.185,tbd,tbd,1,u
524,944,,130.2130584716797,58.64463806152344,,136.297,tbd,tbd,3,urg
525,945,,125.43692016601562,56.23768997192383,,140.292,tbd,tbd,3,urg
526,946,,124.77867126464844,56.524017333984375,,138.293,tbd,tbd,3,urg
527,947,,123.39806365966795,58.3242416381836,,129.297,tbd,tbd,3,urg
528,948,,125.38495635986328,57.94969940185547,,133.296,tbd,tbd,3,urg
529,952,,128.05926513671875,58.304317474365234,,134.297,tbd,tbd,3,urg
530,953,,129.490478515625,56.60727310180664,,143.293,tbd,tbd,3,urg
531,954,,131.63864135742188,52.30377960205078,,160.285,tbd,tbd,2,rg
532,955,,130.5197296142578,53.393192291259766,,155.287,tbd,tbd,2,rg
533,956,,127.8926773071289,45.63814163208008,,179.271,tbd,tbd,3,urg
534,957,,130.87457275390625,49.25659942626953,,172.278,tbd,tbd,3,urg
535,958,,132.22206115722656,45.48276901245117,,185.271,tbd,tbd,6,urGizg
536,959,,227.05325317382807,36.64399337768555,,365.253,tbd,tbd,2,ur
537,960,,211.3825225830078,39.64973831176758,,326.259,tbd,tbd,1,u
538,961,,215.2159423828125,39.82492446899414,,330.260,tbd,tbd,2,ur
539,962,,132.2801513671875,22.044574737548828,,245.224,tbd,tbd,1,u
540,963,,130.97731018066406,26.442874908447266,,234.233,tbd,tbd,1,u
541,964,,133.8350067138672,29.880821228027344,,232.240,tbd,tbd,3,urg
542,965,,135.09805297851562,29.596435546875,,235.239,tbd,tbd,2,ur
543,966,,131.05288696289062,29.202512741088867,,229.238,tbd,tbd,2,ur
544,967,,131.19044494628906,29.86721611022949,,227.240,tbd,tbd,3,urg
545,968,,132.02598571777344,33.62744140625,,220.247,tbd,tbd,3,urg
546,969,,254.01617431640625,40.05461883544922,,389.260,tbd,tbd,2,ur
547,970,,251.1478271484375,32.0317497253418,,426.244,tbd,tbd,2,ur
548,971,,249.745834350586,36.19843673706055,,404.252,tbd,tbd,2,ur
549,972,,253.6322479248047,36.72087097167969,,408.253,tbd,tbd,2,ur
550,973,,254.2295837402344,37.0860595703125,,406.254,tbd,tbd,2,ur
551,974,,241.9925537109375,37.81214141845703,,381.256,tbd,tbd,2,ur
552,998,,144.323486328125,17.087202072143555,,276.214,tbd,tbd,1,u
553,1100,,0.5446826815605164,13.504034996032717,,001.207,tbd,tbd,1,u
554,1101,,9.946097373962402,10.796675682067873,,020.202,tbd,tbd,1,u
555,1102,,22.64092445373535,26.210119247436523,,041.232,tbd,tbd,1,u
556,1103,,23.45121383666992,25.49937629699707,,042.231,tbd,tbd,1,u
557,1104,,15.732487678527832,15.389898300170898,,030.211,tbd,tbd,1,u
558,1105,,14.526111602783203,11.02614402770996,,029.202,tbd,tbd,1,u
559,1106,,14.435790061950684,11.964888572692873,,028.204,tbd,tbd,1,u
560,1107,,131.84100341796875,60.78643035888672,,128.302,tbd,tbd,2,ug
561,1108,,130.0531768798828,61.380672454833984,,124.303,tbd,tbd,1,g
562,1109,,129.8096466064453,61.06600189208984,,126.302,tbd,tbd,2,ug
563,1110,,136.09661865234375,61.6551513671875,,130.303,tbd,tbd,1,g
564,1111,,144.154052734375,60.54922866821289,,142.301,tbd,tbd,1,g
565,1112,,141.29550170898438,63.42385482788086,,126.307,tbd,tbd,1,g
566,1114,,144.4485626220703,62.84378433227539,,131.306,tbd,tbd,1,g
567,1118,,152.53988647460938,63.72687530517578,,136.307,tbd,tbd,1,g
568,1121,,135.1397247314453,54.270790100097656,,157.289,tbd,tbd,1,g
569,1122,,135.22007751464844,54.75804901123047,,155.290,tbd,tbd,1,g
570,1123,,137.92626953125,52.88909149169922,,166.286,tbd,tbd,1,g
571,1124,,140.94374084472656,48.33880233764648,,187.277,tbd,tbd,1,r
572,1131,,135.2196044921875,20.9768295288086,,252.222,tbd,tbd,1,u
573,1132,,140.19444274902344,25.178630828857425,,254.230,tbd,tbd,1,u
574,1134,,135.8420867919922,26.79587173461914,,242.234,tbd,tbd,1,u
575,1139,,148.1349639892578,26.82682609558105,,264.234,tbd,tbd,1,u
576,1140,,141.90969848632812,25.45401954650879,,256.231,tbd,tbd,1,u
577,1141,,149.48707580566406,33.19777297973633,,251.246,tbd,tbd,3,urg
578,1142,,148.61851501464844,34.16241455078125,,246.248,tbd,tbd,3,urg
579,1143,,148.6157989501953,27.395057678222656,,264.235,tbd,tbd,1,u
580,1144,,144.38388061523438,27.085485458374023,,257.234,tbd,tbd,1,u
581,1145,,146.6683349609375,28.42232322692871,,258.237,tbd,tbd,1,u
582,1147,,139.5052032470703,27.944934844970703,,246.236,tbd,tbd,1,u
583,1148,,140.98013305664062,28.022634506225582,,249.236,tbd,tbd,1,u
584,1149,,145.39039611816406,34.35379409790039,,240.249,tbd,tbd,3,urg
585,1150,,146.9936065673828,32.50026321411133,,248.245,tbd,tbd,3,urg
586,1151,,148.7716827392578,30.541824340820312,,256.241,tbd,tbd,3,urg
587,1152,,151.06199645996094,30.072864532470703,,262.240,tbd,tbd,2,ur
588,1153,,147.9984130859375,29.713830947875977,,258.239,tbd,tbd,2,ur
589,1155,,141.85157775878906,28.66377830505371,,249.237,tbd,tbd,1,u
590,1156,,139.3616943359375,31.15697860717773,,239.242,tbd,tbd,3,urg
591,1157,,145.3460235595703,33.938453674316406,,241.248,tbd,tbd,3,urg
592,1158,,145.0869598388672,32.964996337890625,,243.246,tbd,tbd,3,urg
593,1159,,140.99253845214844,32.11574935913086,,239.244,tbd,tbd,3,urg
594,1160,,142.06263732910156,34.7473030090332,,233.250,tbd,tbd,3,urg
595,1161,,135.0222625732422,34.10012435913086,,224.248,tbd,tbd,3,urg
596,1162,,179.8511962890625,19.256122589111328,,340.218,tbd,tbd,1,u
597,1163,,183.5938873291016,19.84013557434082,,345.220,tbd,tbd,1,u
598,1165,,187.1980438232422,19.266286849975582,,353.219,tbd,tbd,1,u
599,1166,,184.59393310546875,19.95822525024414,,347.220,tbd,tbd,1,u
600,1167,,186.8420867919922,20.108617782592773,,351.220,tbd,tbd,1,u
601,1168,,206.56190490722656,20.477033615112305,,387.221,tbd,tbd,1,u
602,1169,,205.8653106689453,21.73872756958008,,383.223,tbd,tbd,1,u
603,1171,,190.984603881836,19.1259765625,,361.218,tbd,tbd,1,u
604,1172,,193.1325836181641,20.398664474487305,,362.221,tbd,tbd,1,u
605,1173,,196.3656463623047,20.85814666748047,,367.222,tbd,tbd,1,u
606,1175,,198.15269470214844,19.90373992919922,,372.220,tbd,tbd,1,u
607,1178,,209.21974182128903,21.37024688720703,,389.223,tbd,tbd,1,u
608,1179,,210.01266479492188,21.282934188842773,,391.223,tbd,tbd,1,u
609,1182,,159.744384765625,20.98818588256836,,298.222,tbd,tbd,1,u
610,1183,,161.22796630859375,21.07740592956543,,301.222,tbd,tbd,1,u
611,1184,,163.2183380126953,19.462791442871094,,308.219,tbd,tbd,1,u
612,1185,,162.81033325195312,19.714561462402344,,307.219,tbd,tbd,1,u
613,1187,,176.98391723632812,19.32969665527344,,334.219,tbd,tbd,1,u
614,1197,,212.5760498046875,19.46887588500977,,401.219,tbd,tbd,1,u
615,1198,,213.07156372070312,20.591482162475582,,399.221,tbd,tbd,1,u
616,1199,,215.8343963623047,19.68878746032715,,407.219,tbd,tbd,1,u
617,1201,,219.15005493164065,21.14526557922364,,409.222,tbd,tbd,1,u
618,1202,,113.89144134521484,45.90324401855469,,158.272,tbd,tbd,3,urg
619,1204,,327.1448059082031,25.071388244628903,,593.230,tbd,tbd,1,u
620,1206,,334.5455627441406,28.48220634460449,,588.237,tbd,tbd,1,u
621,1207,,327.0453796386719,26.36804580688477,,585.233,tbd,tbd,1,u
622,1208,,331.9331970214844,30.660888671875,,572.241,tbd,tbd,1,u
623,1209,,331.4512023925781,26.909408569335938,,591.234,tbd,tbd,1,u
624,1210,,179.87791442871094,26.146217346191406,,323.232,tbd,tbd,1,u
625,1211,,179.4762725830078,26.45597648620605,,321.233,tbd,tbd,1,u
626,1212,,190.28456115722656,28.12970924377441,,336.236,tbd,tbd,1,u
627,1213,,181.95358276367188,23.720935821533203,,334.227,tbd,tbd,1,u
628,1214,,195.3955535888672,26.60280418395996,,350.233,tbd,tbd,1,u
629,1215,,184.2276153564453,23.88245010375977,,337.228,tbd,tbd,1,u
630,1216,,198.49612426757807,26.185523986816406,,357.232,tbd,tbd,1,u
631,1217,,185.328125,22.718828201293945,,342.225,tbd,tbd,1,u
632,1218,,189.0023498535156,27.015344619750977,,337.234,tbd,tbd,1,u
633,1219,,190.896728515625,24.92177963256836,,346.230,tbd,tbd,1,u
634,1220,,192.1486053466797,26.868953704833984,,342.234,tbd,tbd,1,u
635,1221,,193.7377014160156,21.743831634521484,,359.224,tbd,tbd,1,u
636,1222,,193.1886444091797,23.718408584594727,,354.227,tbd,tbd,1,u
637,1223,,197.4623870849609,24.432357788085938,,359.229,tbd,tbd,1,u
638,1224,,194.55377197265625,25.09501838684082,,353.230,tbd,tbd,1,u
639,1226,,200.13877868652344,24.05074882507324,,366.228,tbd,tbd,1,u
640,1227,,200.4317779541016,23.42094993591309,,368.227,tbd,tbd,1,u
641,1228,,198.343002319336,26.739919662475582,,355.233,tbd,tbd,1,u
642,1229,,202.89358520507807,22.04817581176757,,376.224,tbd,tbd,1,u
643,1230,,198.38406372070312,26.2712459564209,,355.233,tbd,tbd,1,u
644,1231,,199.889404296875,27.188156127929688,,356.234,tbd,tbd,1,u
645,1232,,204.149642944336,22.56161117553711,,377.225,tbd,tbd,1,u
646,1233,,201.49432373046875,27.053367614746094,,359.234,tbd,tbd,1,u
647,1234,,201.73309326171875,28.822019577026367,,353.238,tbd,tbd,1,u
648,1235,,208.2174530029297,23.920238494873047,,380.228,tbd,tbd,1,u
649,1236,,206.1186370849609,27.16631126403809,,367.234,tbd,tbd,1,u
650,1237,,208.6549224853516,25.0151424407959,,378.230,tbd,tbd,1,u
651,1238,,208.7825469970703,28.620832443237305,,367.237,tbd,tbd,1,u
652,1239,,210.48922729492188,25.410308837890625,,380.231,tbd,tbd,1,u
653,1240,,212.2752227783203,25.83213424682617,,382.232,tbd,tbd,1,u
654,1241,,214.3796539306641,26.93940544128418,,382.234,tbd,tbd,1,u
655,1242,,215.20318603515625,28.293615341186523,,378.237,tbd,tbd,1,u
656,1243,,217.46551513671875,27.27836799621582,,386.235,tbd,tbd,1,u
657,1244,,220.44859313964844,24.9990463256836,,400.230,tbd,tbd,1,u
658,1245,,220.18551635742188,26.347217559814453,,394.233,tbd,tbd,1,u
659,1246,,221.2337341308593,25.70495986938477,,399.231,tbd,tbd,1,u
660,1247,,223.99989318847656,24.92040252685547,,406.230,tbd,tbd,1,u
661,1249,,255.8290863037109,44.51470947265625,,365.269,tbd,tbd,2,ur
662,1250,,250.55799865722656,45.17047882080078,,354.270,tbd,tbd,2,ur
663,1251,,246.72146606445312,45.74458694458008,,346.271,tbd,tbd,2,ur
664,1252,,244.55056762695312,46.34623718261719,,337.273,tbd,tbd,2,ur
665,1255,,252.453353881836,42.9506721496582,,369.266,tbd,tbd,2,ur
666,1256,,250.8494873046875,39.89188766479492,,384.260,tbd,tbd,2,ur
667,1257,,251.8708648681641,40.48160934448242,,383.261,tbd,tbd,2,ur
668,1258,,228.153076171875,45.23897171020508,,323.270,tbd,tbd,1,r
669,1260,,233.6143951416016,44.43267059326172,,333.269,tbd,tbd,2,rg
670,1261,,236.58416748046875,43.72306823730469,,343.267,tbd,tbd,1,r
671,1264,,222.8841857910156,43.72602462768555,,323.267,tbd,tbd,2,ur
672,1266,,238.82391357421875,41.8607292175293,,355.264,tbd,tbd,1,r
673,1267,,214.0566253662109,43.902381896972656,,308.268,tbd,tbd,1,r
674,1268,,213.142318725586,45.53237915039063,,299.271,tbd,tbd,1,r
675,1270,,255.05113220214844,39.83895492553711,,391.260,tbd,tbd,2,ur
676,1271,,359.9930725097656,21.408700942993164,,670.223,tbd,tbd,1,u
677,1272,,2.0855069160461426,17.094776153564453,,004.214,tbd,tbd,1,u
678,1273,,2.812672615051269,18.77126121520996,,005.218,tbd,tbd,1,u
679,1274,,3.60087251663208,18.65917205810547,,007.217,tbd,tbd,1,u
680,1275,,352.08966064453125,21.96430397033692,,653.224,tbd,tbd,1,u
681,1276,,339.9651184082031,21.51473617553711,,633.223,tbd,tbd,1,u
682,1277,,339.9651184082031,21.51473617553711,,633.223,tbd,tbd,1,u
683,1278,,344.07476806640625,21.253507614135746,,642.222,tbd,tbd,1,u
684,1280,,350.5500183105469,19.23520469665528,,663.218,tbd,tbd,1,u
685,1281,,349.7674560546875,19.54513359069824,,659.219,tbd,tbd,1,u
686,1282,,349.2795715332031,20.32693672180176,,654.221,tbd,tbd,1,u
687,1283,,351.5287780761719,20.31081771850586,,659.221,tbd,tbd,1,u
688,1284,,353.4187927246094,19.47759437561035,,666.219,tbd,tbd,1,u
689,1285,,353.62969970703125,21.04070281982422,,660.222,tbd,tbd,1,u
690,1286,,347.82696533203125,17.933277130126953,,662.216,tbd,tbd,1,u
691,1287,,348.0316162109375,18.76152610778809,,658.218,tbd,tbd,1,u
692,1288,,350.1782531738281,18.13326644897461,,666.216,tbd,tbd,1,u
693,1289,,350.18853759765625,17.493417739868164,,668.215,tbd,tbd,1,u
694,1290,,353.5294189453125,17.20008087158203,,676.214,tbd,tbd,1,u
695,1291,,355.2230834960937,15.925251960754396,,683.212,tbd,tbd,1,u
696,1292,,347.6173095703125,13.333928108215332,,676.207,tbd,tbd,1,u
697,1293,,352.789306640625,13.400525093078612,,686.207,tbd,tbd,1,u
698,1294,,355.410400390625,11.322709083557127,,697.203,tbd,tbd,1,u
699,1295,,358.573974609375,12.584654808044434,,700.205,tbd,tbd,1,u
700,1296,,358.7380676269531,9.48436450958252,,708.199,tbd,tbd,1,u
701,1297,,351.9855041503906,10.984919548034668,,691.202,tbd,tbd,1,u
